,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
10141,2006-01-01,Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,268.0,1113.0,0,1345.0,73,534,1344.9999999999993
10155,2006-01-01,Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,13140.0,722.0,9747.0,1370,5485.0,74,53,5485.000000000004
10169,2006-01-01,Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,388.0,4548.0,1442,4947.0,74,376,4947.0
10183,2006-01-01,Orange,106301097.0,ANAHEIM GENERAL HOSPITAL,General Acute Care,Intensive Care,4380.0,227.0,2426.0,301,2482.0,74,13,2482.0
10197,2006-01-01,Orange,106301098.0,ANAHEIM MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,452.0,5781.0,1527,4228.0,74,15,4228.000000000002
10225,2006-01-01,Orange,106301127.0,KINDRED HOSPITAL BREA,General Acute Care,Intensive Care,1460.0,50.0,1326.0,87,271.0,74,273,270.99999999999943
10239,2006-01-01,Orange,106301132.0,KAISER FND HOSP - ANAHEIM,General Acute Care,Intensive Care,4380.0,526.0,4650.0,991,1247.0,74,172,1247.000000000001
10253,2006-01-01,Orange,106301140.0,CHAPMAN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,216.0,1370.0,396,3622.0,74,46,3621.999999999999
10267,2006-01-01,Orange,106301155.0,COLLEGE HOSPITAL COSTA MESA,General Acute Care,Intensive Care,1388.0,0.0,0.0,0,1388.0,74,67,1387.9999999999984
10282,2006-01-01,Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,61.0,1571.0,184,1229.0,74,270,1228.999999999999
10296,2006-01-01,Orange,106301175.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,General Acute Care,Intensive Care,13140.0,553.0,9507.0,1436,5622.0,74,126,5622.000000000004
10310,2006-01-01,Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,9125.0,179.0,4899.0,1827,6232.0,74,159,6231.999999999998
10325,2006-01-01,Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,179.0,1425.0,272,1216.0,74,163,1215.9999999999993
10339,2006-01-01,Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,98.0,806.0,197,949.0,74,279,948.9999999999991
10353,2006-01-01,Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,227.0,2595.0,578,1495.0,74,302,1495.0
10367,2006-01-01,Orange,106301258.0,COASTAL COMMUNITIES HOSPITAL,General Acute Care,Intensive Care,3285.0,141.0,1468.0,323,2281.0,74,66,2280.999999999999
10381,2006-01-01,Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,5772.0,159.0,3961.0,763,2733.0,74,353,2733.0
10395,2006-01-01,Orange,106301279.0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1080.0,14947.0,2533,6186.0,74,561,6186.000000000007
10409,2006-01-01,Orange,106301283.0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,349.0,3397.0,0,1332.0,74,132,1332.000000000001
10423,2006-01-01,Orange,106301297.0,PLACENTIA LINDA HOSPITAL,General Acute Care,Intensive Care,1460.0,115.0,727.0,267,1115.0,74,398,1114.9999999999989
10451,2006-01-01,Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,452.0,6011.0,1876,7632.0,74,430,7632.0
10466,2006-01-01,Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,General Acute Care,Intensive Care,2555.0,167.0,1316.0,482,1888.0,74,432,1887.999999999999
10480,2006-01-01,Orange,106301337.0,SOUTH COAST MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,288.0,1678.0,342,2602.0,74,484,2601.9999999999995
10494,2006-01-01,Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,11315.0,462.0,5424.0,1400,7753.0,74,503,7753.000000000002
10508,2006-01-01,Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,595.0,7279.0,2019,7015.0,74,506,7015.000000000002
10522,2006-01-01,Orange,106301357.0,TUSTIN HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5475.0,64.0,560.0,266,5245.0,74,544,5244.999999999998
10536,2006-01-01,Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,209.0,2398.0,464,1925.0,74,586,1924.9999999999998
10550,2006-01-01,Orange,106301380.0,KINDRED HOSPITAL WESTMINSTER,General Acute Care,Intensive Care,5840.0,136.0,5664.0,475,787.0,74,278,787.0000000000011
10564,2006-01-01,Orange,106301566.0,WESTERN MEDICAL CENTER - SANTA ANA,General Acute Care,Intensive Care,15330.0,1899.0,8896.0,2007,10340.0,74,589,10340.000000000005
10578,2006-01-01,Orange,106304045.0,IRVINE REGIONAL HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,351.0,2919.0,1100,2912.0,74,165,2912.0
10606,2006-01-01,Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,228.0,1144.0,140,2144.0,74,50,2143.999999999999
10633,2006-01-01,Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,134.0,1404.0,471,661.0,75,520,660.9999999999992
10647,2006-01-01,Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,745.0,6767.0,1323,4061.0,75,530,4061.0000000000023
10661,2006-01-01,Placer,106314024.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-EUREKA,General Acute Care,Intensive Care,7300.0,567.0,5944.0,1445,3368.0,75,196,3368.0000000000023
10774,2006-01-01,Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,2190.0,500.0,2824.0,0,-134.0,76,85,-133.99999999999858
10788,2006-01-01,Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,388.0,6070.0,1760,4473.0,76,88,4473.000000000002
10802,2006-01-01,Riverside,106331168.0,EISENHOWER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,6570.0,239.0,5249.0,1501,3061.0,76,107,3061.000000000001
10815,2006-01-01,Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,676.0,6089.0,0,1157.0,76,153,1157.0000000000036
10829,2006-01-01,Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,348.0,3788.0,0,2400.0,76,166,2400.0000000000014
10857,2006-01-01,Riverside,106331288.0,PALO VERDE HOSPITAL,General Acute Care,Intensive Care,1460.0,155.0,929.0,268,954.0,76,387,953.9999999999992
10871,2006-01-01,Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,273.0,3540.0,591,2069.0,76,392,2069.0000000000005
10885,2006-01-01,Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,347.0,6993.0,1725,3109.0,76,426,3109.000000000002
10899,2006-01-01,Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,180.0,2157.0,415,628.0,76,439,627.9999999999998
10913,2006-01-01,Riverside,106332172.0,VALLEY PLAZA DOCTORS HOSPITAL,General Acute Care,Intensive Care,1614.0,0.0,0.0,0,1614.0,76,569,1613.9999999999984
10927,2006-01-01,Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,2920.0,297.0,2903.0,776,1090.0,76,490,1090.0000000000005
10941,2006-01-01,Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,225.0,1790.0,0,260.0,76,333,260.0000000000003
10955,2006-01-01,Riverside,106334025.0,KAISER FND HOSP - RIVERSIDE,General Acute Care,Intensive Care,4015.0,326.0,3817.0,793,1317.0,76,193,1317.0000000000005
10969,2006-01-01,Riverside,106334048.0,MORENO VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,225.0,1593.0,0,457.0,76,358,457.00000000000017
10983,2006-01-01,Riverside,106334068.0,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care,Intensive Care,2555.0,231.0,2227.0,529,1088.0,76,489,1087.9999999999998
11011,2006-01-01,Riverside,106334487.0,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,550.0,8473.0,1754,9891.0,76,428,9891.000000000002
11025,2006-01-01,Sacramento,106340913.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,General Acute Care,Intensive Care,9125.0,302.0,5211.0,946,5162.0,77,197,5162.0
11039,2006-01-01,Sacramento,106340947.0,MERCY GENERAL HOSPITAL,General Acute Care,Intensive Care,9490.0,0.0,0.0,0,9490.0,77,334,9489.999999999996
11054,2006-01-01,Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,9125.0,531.0,6639.0,810,3827.0,77,344,3827.0000000000027
11068,2006-01-01,Sacramento,106340951.0,METHODIST HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,3650.0,262.0,3418.0,630,1124.0,77,346,1124.0000000000005
11082,2006-01-01,Sacramento,106341006.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care,Intensive Care,24090.0,1035.0,23440.0,3354,5039.0,77,559,5039.000000000011
11097,2006-01-01,Sacramento,106341051.0,SUTTER GENERAL HOSPITAL,General Acute Care,Intensive Care,8760.0,422.0,6345.0,1661,4498.0,77,524,4498.000000000002
11111,2006-01-01,Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,113.0,3346.0,1128,6655.0,77,529,6654.999999999998
11125,2006-01-01,Sacramento,106342344.0,KAISER FND HOSP - SOUTH SACRAMENTO,General Acute Care,Intensive Care,3650.0,357.0,3087.0,527,1447.0,77,207,1447.0000000000007
11196,2006-01-01,Sacramento,106344029.0,MERCY HOSPITAL - FOLSOM,General Acute Care,Intensive Care,2920.0,363.0,2065.0,0,1218.0,77,336,1218.0000000000005
11210,2006-01-01,Sacramento,106344035.0,KINDRED HOSPITAL - SACRAMENTO,General Acute Care,Intensive Care,1460.0,48.0,1431.0,85,162.0,77,265,161.99999999999952
11238,2006-01-01,San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,256.0,1272.0,338,2242.0,78,150,2241.999999999999
11252,2006-01-01,San Bernardino,106361105.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,169.0,1128.0,222,723.0,79,23,722.9999999999994
11280,2006-01-01,San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,513.0,1639.0,0,3984.0,79,55,3983.9999999999995
11294,2006-01-01,San Bernardino,106361166.0,MONTCLAIR HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,254.0,1325.0,370,2219.0,79,356,2218.999999999999
11309,2006-01-01,San Bernardino,106361223.0,KAISER FND HOSP - FONTANA,General Acute Care,Intensive Care,12410.0,690.0,10221.0,2169,5048.0,79,175,5048.000000000004
11323,2006-01-01,San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,General Acute Care,Intensive Care,2920.0,80.0,945.0,293,2348.0,79,291,2347.999999999998
11336,2006-01-01,San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,68985.0,6957.0,54616.0,6101,27427.0,79,296,27427.000000000033
11364,2006-01-01,San Bernardino,106361274.0,KINDRED HOSPITAL ONTARIO,General Acute Care,Intensive Care,2555.0,130.0,1986.0,510,1209.0,79,274,1208.9999999999995
11377,2006-01-01,San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,224.0,3543.0,634,1695.0,79,421,1695.0000000000005
11391,2006-01-01,San Bernardino,106361318.0,SAN ANTONIO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,202.0,3600.0,849,1831.0,79,434,1831.0000000000005
11405,2006-01-01,San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,324.0,4305.0,786,820.0,79,76,820.0000000000009
11419,2006-01-01,San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,535.0,11992.0,2259,657.0,79,492,657.0000000000049
11433,2006-01-01,San Bernardino,106361343.0,ST. MARY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,448.0,5424.0,1517,3841.0,79,513,3841.000000000001
11447,2006-01-01,San Bernardino,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,71.0,1576.0,589,2734.0,79,578,2733.9999999999986
11476,2006-01-01,San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,97.0,865.0,191,883.0,79,156,882.9999999999991
11532,2006-01-01,San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,191.0,1940.0,0,441.0,79,89,440.99999999999994
11546,2006-01-01,San Bernardino,106364188.0,RANCHO SPECIALTY HOSPITAL,General Acute Care,Intensive Care,2920.0,4.0,62.0,28,2890.0,79,419,2889.999999999998
11560,2006-01-01,San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1522.0,5780.0,0,13262.0,79,19,13262.000000000002
11574,2006-01-01,San Diego,106370652.0,ALVARADO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,76.0,2321.0,870,5195.0,80,12,5194.999999999998
11588,2006-01-01,San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,689.0,7189.0,3784,6044.0,80,457,6044.0
11602,2006-01-01,San Diego,106370673.0,CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,10950.0,886.0,8801.0,0,3035.0,80,47,3035.0000000000045
11616,2006-01-01,San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,53.0,420.0,96,824.0,80,463,823.9999999999987
11630,2006-01-01,San Diego,106370693.0,SHARP CABRILLO HOSPITAL,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0,80,460,3649.999999999998
11644,2006-01-01,San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,9490.0,351.0,8299.0,2052,3594.0,80,464,3594.0000000000005
11672,2006-01-01,San Diego,106370705.0,FALLBROOK HOSPITAL DISTRICT,General Acute Care,Intensive Care,1460.0,189.0,1115.0,0,534.0,80,120,533.9999999999997
11686,2006-01-01,San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,16790.0,476.0,10241.0,2526,9551.0,80,148,9551.0
11700,2006-01-01,San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,0.0,1460.0,25,1485.0,80,266,1484.999999999999
11714,2006-01-01,San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,572.0,6670.0,1355,4017.0,80,198,4017.0000000000023
11728,2006-01-01,San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,427.0,8306.0,1132,1283.0,80,456,1283.0000000000034
11770,2006-01-01,San Diego,106370755.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,256.0,5692.0,1527,3756.0,80,389,3756.000000000001
11784,2006-01-01,San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,142.0,2560.0,694,1926.0,80,390,1926.0
11799,2006-01-01,San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,310.0,8404.0,739,3230.0,80,455,3230.000000000002
11813,2006-01-01,San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,166.0,3099.0,985,3162.0,80,538,3161.999999999999
11826,2006-01-01,San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,13870.0,1368.0,8838.0,1686,8086.0,80,558,8086.0000000000055
11840,2006-01-01,San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,319.0,7051.0,1229,9462.0,80,461,9462.0
11854,2006-01-01,San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,186.0,2864.0,1401,3103.0,80,399,3102.9999999999986
11868,2006-01-01,San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,613.0,3279.0,1219,2933.0,80,453,2933.000000000001
11882,2006-01-01,San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,5076.0,302.0,4406.0,1092,2064.0,80,454,2064.000000000001
11980,2006-01-01,San Diego,106374141.0,"UCSD-LA JOLLA, JOHN M AND SALLY B. THORNTON HOSPITAL",General Acute Care,Intensive Care,4380.0,280.0,3581.0,721,1800.0,80,547,1800.0000000000005
12037,2006-01-01,San Francisco,106380857.0,KAISER FND HOSP - GEARY S F,General Acute Care,Intensive Care,11680.0,412.0,8764.0,2306,5634.0,81,178,5634.000000000004
12079,2006-01-01,San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,34.0,1201.0,374,1762.0,81,552,1761.9999999999989
12093,2006-01-01,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,253.0,7958.0,645,3525.0,81,36,3525.000000000002
12107,2006-01-01,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,95.0,2124.0,376,1267.0,81,34,1266.9999999999998
12121,2006-01-01,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,340.0,8675.0,1288,983.0,81,437,983.0000000000034
12135,2006-01-01,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,282.0,3976.0,0,-44.0,81,495,-43.99999999999826
12149,2006-01-01,San Francisco,106380964.0,ST. LUKES HOSPITAL,General Acute Care,Intensive Care,3650.0,221.0,2937.0,522,1456.0,81,508,1456.0000000000002
12163,2006-01-01,San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,1061.0,3711.0,0,10855.0,81,514,10855.0
12177,2006-01-01,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,25185.0,657.0,20245.0,4409,10006.0,81,550,10006.000000000005
12191,2006-01-01,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,59.0,847.0,35,1072.0,81,54,1071.999999999999
12205,2006-01-01,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,256.0,3807.0,472,1301.0,82,86,1301.0000000000007
12233,2006-01-01,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,281.0,2868.0,0,1063.0,82,289,1063.000000000001
12247,2006-01-01,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,284.0,4809.0,367,1682.0,82,441,1682.0000000000016
12261,2006-01-01,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,3650.0,130.0,3054.0,911,1637.0,82,505,1637.0
12275,2006-01-01,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2800.0,173.0,1502.0,195,1666.0,82,533,1665.9999999999993
12303,2006-01-01,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,223.0,1633.0,507,2017.0,82,91,2016.9999999999993
12331,2006-01-01,San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,166.0,1842.0,445,959.0,82,213,958.9999999999995
12345,2006-01-01,San Luis Obispo,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,195.0,1419.0,174,1870.0,83,20,1869.9999999999993
12359,2006-01-01,San Luis Obispo,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,321.0,2117.0,598,1722.0,83,130,1722.0
12373,2006-01-01,San Luis Obispo,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,179.0,2903.0,348,1639.0,83,472,1639.0000000000005
12387,2006-01-01,San Luis Obispo,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,160.0,2017.0,467,1530.0,83,545,1529.9999999999995
12429,2006-01-01,San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,148.0,1518.0,0,1185.0,84,443,1184.9999999999995
12443,2006-01-01,San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,224.0,3278.0,919,1515.0,84,190,1515.0
12457,2006-01-01,San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,267.0,3675.0,770,2837.0,84,208,2837.0000000000005
12471,2006-01-01,San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,4281.0,1087,1916.0,84,459,1915.9999999999998
12499,2006-01-01,San Mateo,106410852.0,PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,313.0,3914.0,1177,6336.0,84,393,6335.999999999998
12513,2006-01-01,San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,131.0,3614.0,1109,4926.0,84,458,4926.0
12541,2006-01-01,Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,273.0,837.0,0,3451.0,85,143,3450.999999999999
12555,2006-01-01,Santa Barbara,106420491.0,LOMPOC HEALTHCARE DISTRICT,General Acute Care,Intensive Care,1460.0,118.0,1025.0,195,748.0,85,299,747.9999999999992
12584,2006-01-01,Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,7300.0,310.0,5201.0,2043,4452.0,85,445,4452.0
12640,2006-01-01,Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,2920.0,344.0,3721.0,0,-457.0,86,423,-456.9999999999984
12654,2006-01-01,Santa Clara,106430743.0,COMMUNITY HOSPITAL OF LOS GATOS,General Acute Care,Intensive Care,2555.0,17.0,263.0,127,2436.0,86,75,2435.999999999998
12668,2006-01-01,Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,5840.0,154.0,4931.0,1352,2415.0,86,108,2415.0
12682,2006-01-01,Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,8030.0,281.0,4357.0,951,4905.0,86,146,4905.0
